Label,# 样本,平均值,中位数,90% 百分位,95% 百分位,99% 百分位,最小值,最大值,异常 %,吞吐量,接收 KB/sec,发送 KB/sec
总体,0,0,0,0,0,0,9223372036854775807,-9223372036854775808,0.000%,.00000,0.00,0.00
